id,source,canonical,project,component,context,note,scope,review_id,publication_status,reference,evidence_sha256,source_evidence
0003ac4cc22ae10f4ad29bd6,Old Sensitivity,Gammal känslighet,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,201025362af4005a3ee2a0f5,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
01c027a859f951c86b5e54f9,Get more effects...,Hämta fler effekter …,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,6b13f0395ff66f5970f74326,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
01c2da1839b2ac82e1adf5dd,Standard VST program file,Standard-VST-programfil,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,3f2e40898c120148049a04e4,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
01ceef12f73700f644696e33,Limit to (dB),Begränsa till (dB),Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,98d90787c45f99c4d4ab97c0,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
01d88ca9148ac2ecef519081,Time Indexed,Indexerad tid,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,66676ee0c2402e7f17c6e4ba,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
01e6c15ab81540fcbe6da9f1,Track Remove,Ta bort spår,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,44b39238ba69ac3879bddb7a,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
01ece37d0563b9cf9f510ef4,"~a linear, ~a dB.","~a linjär, ~a dB.",Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,6dff3004ea6aec627dd4a4a9,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
01f57c1040b1e968556e98c2,&About Tenacity...,&Om Tenacity …,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,50b142c456aeee442893986e,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
02174b4d84ea1fc4f876d6e6,Rhythm track duration,Längd på rytmspår,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,d5f044d804f131bc4875a119,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
02895967215ccb66718e8fe0,Options,Alternativ,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,e0280294aeed7dd8ae1aaad6,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
02a674ea0548551f71529f0a,Note Track,Notspår,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,0e3b689531c825a12c60fcc3,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
02bfb83365c10e1c7f3a9396,Presets && settings,Förinställningar och inställningar,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,c64998b3f06ac4123fe3bbc8,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
02c4abcf41274e185999e7a1,Hear &other tracks during recording,Hör &andra spår under inspelning,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,413abde0a5e01f84f32c20e3,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
02d856c6b7b1cafdd37d94dc,Unrecognized file extension.,Filändelsen kändes inte igen.,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,cea55504e36a507c940a7e94,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
02db2e210c3bb92c008810c2,Selection to En&d,Markera till &slutet,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,da6de6169f093d2f82bae3db,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
0300a91ab1d05c191cdc5345,Zoom to Selection,Zooma till markering,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,ee5e49c17a5895ed030072a2,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
031e17aa13cccc30a8014d71,&Copy Names to Clipboard,Kopiera &namn till Urklipp,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,4993ad08e3457d4b95435ae5,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
03580af3ceef9db4b0aa8135,Created new project,Skapade nytt projekt,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,fcde125721c6cada78b59696,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
0373bfae4aba70c9e3a4a082,Writable Sample Track,Skrivbart samplespår,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,c6a67fac6370eb2fe6ed5675,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
0382addad48c7cb386b0fd35,Use &half-wave display when collapsed,Använd &halvvågsvisning vid kollapsad vy,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,0347174ac704dc29c03c4742,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
0390c93fbeec81d1f906d61e,SFX Limiter,Begränsare för ljudeffekter,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,637fa8ff9db3cd240f2d303c,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
03a13c3df59d9a9a2bee4191,Core Libraries,Kärnbibliotek,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,f8d6a7cf9c8ec41ac9d7392e,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
03a35350f9d7c92eb00d64bf,Ma&ximum pause:,&Maximal paus:,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,3bf689cf7c49b347398f67eb,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
03c1a7f23e4cd2caa8ef7865,Paste Text to New Label,Klistra in text till ny etikett,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,2925f7f5ef1d302aff321da9,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
03cc907e6a707144fe46f076,Tone controls,Tonkontroller,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,2fef149f6163edaed6c25a6e,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
03e88426801a04d0360bf913,Pitch and Speed...,Tonhöjd och hastighet …,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,2d76986e3d9ddcbc08f29388,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
03ee3faf1b8c6f4ef9abb95c,&Typing Creates New Labels,&Skrivning skapar nya etiketter,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,f8fe3241babd9aa14c1660b2,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
03fdf18ece31126a03ec99b0,Move Track,Flytta spår,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,b1b2b1b03f3db589e1d51f8c,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
0418988b0f70da6e3d82f21a,File Dialog,Fildialog,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,dba6a0078232f12389ecd43a,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
0425cef5074c56547c24f1b1,Pitch &Up,Höj ton&höjden,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,e7c154777818bcf2d699d444,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
043a7334384ee14b09675c5e,Keep tracks synchronized (Sync-&Lock),Håll spåren synkroniserade (synkroniserings&lås),Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,c94d098736694adf6daeb35b,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
043e8d7dfeb58fb3ea35b94e,Meter refresh rate per second [1-100],Mätaruppdateringar per sekund [1-100],Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,6d7fe185b15355e091619603,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
04465b093bdbc74da4e0dcdf,Triangle,Triangel,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,f7d66eb0b8792c0ae91d1f03,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
0460ed216a9ec62bc3defbfc,&Envelope Tool,&Enveloppverktyg,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,a7a496744a7d69d13c70f6a4,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
0472e96eebbc6605105f866e,&Move Selection with Tracks,&Flytta markering med spår,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,de68bc464392c4400d144014,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
047d650604c9f50bea59242d,Reset Toolb&ars,&Återställ verktygsfält,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,c5ee56b5dedc844f7a6147e0,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
04925b44d7b634bbf41799d5,Export completed with error.,Exporten slutfördes med fel.,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,411ed2223efbbfb7459ce516,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
04d6b47b3ffa69b8a2e2e5c6,From X:,Från X:,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,f7837cda28e06dd4e8904c23,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
04db4d29eefc3992beb39df7,Gated Expansion Distortion,Låst utvidgningsförvrängning,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,835b50ebc417ad91535caa01,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
04f15a6db2b3deeae451a06f,Width of noise band (Hz),Bredd för brusband (Hz),Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,b84ce39424d230a0cebf0eb3,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
0546410fe529c1802aec8275,Pl&ay/Stop,&Spela upp/stoppa,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,91e3b384008c77c29ad8cf94,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
0552b937e96ae4016ac78774,Reverses the selected audio,Vänd på markerat ljud,Tenacity,tenacity-sv,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,0ad70d7a45cf8a9bc7c99144,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Tenacity/tenacity-sv.po,f764dab79216b0afc662bc00fb0108394f8ac53bf8b8b31d094d0725cb65cb3f,{}
