id,source,canonical,project,component,context,note,scope,review_id,publication_status,reference,evidence_sha256,source_evidence
00f42bba1bb79b76dc30e5a2,Shape-Datei öffnen,Öppna Shape-fil,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,093425ebc01918a81e33bc4c,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
0797d8d8b1ab68bb2170311a,Name:,Namn:,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,6c51627f96d673731659e216,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
079b47ae4bb1e002269a5ae8,Erntejahr hinzufuegen,Lägg till skördeår,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,5e25063255c10a06687dc444,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
08e1015a9e1a71a6a47d27bb,Löschen,Radera,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,426155723c5c1b176a71410c,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
0abaf48a30bbd4b70f14e2c5,) am ,) den ,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,2259a01b5ceeaaeace689d4c,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
0b50415c35e9250f830328a1,Saatmenge: ,Utsädesmängd: ,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,7f3166df25c3425153a4a0ba,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
0c549d0ab205b55aa55b36fa,Ernte,Skörd,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,e71000e3003082d0358e421b,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
0c70f38721a0e404df63f2e6,Frage,Fråga,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,6d19522f271099c6f1da59fa,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
0cb21e7519a7de7659a9fc96,Speichern,Spara,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,32ba90badf58b7a2b49a41ae,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
0d1aa5da062e4a7257ad7fb2,Preis(€/m³),Pris (€/m³),Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,b62aa9dd252840d23e53dffe,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
0f16998638a406e1f1619b95,DB Neue Aktion wird angelegt: ,Ny DB-åtgärd skapas: ,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,f54c872cd5c92739f4c5831b,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
0fb9a15ad6c36980a38ec47b,/lask.ui wird von startfenster.vala geladen,/lask.ui läses in av startfenster.vala,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,b4014f823f33a5c9564461fe,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
0fd43b64160fde85913862c6, Kö/m², Kärnor/m²,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,ffd637535c7cd29ccc540fbd,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
133e090aed6789dab8a2fc81,DB Mittel wird geändert,DB-medel ändras,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,7d71f1eece99e1e468dd482e,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
137fac8541a408f86bc76f14,_Ansicht,_Visa,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,2add7e984a0e8cd359f865f7,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
15a049d79f6c0f50c427f77e,LASK Betrieb ändern,Ändra LASK-företag,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,dd049f66fcc764384aa48e8d,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
16c8a820299943e7cb34b0f7,Mittel:,Medel:,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,bdcacc93f437c0c2e611ae35,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
172e7194c7bfead0941e65cf,Pflanzenschutzmittel:,Växtskyddsmedel:,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,4553a2492e7018cdee083999,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
1af7ccdcdb6e3b952177a6e8,Feuchte: ,Fuktighet: ,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,8001a0cc78c50700959dfb8f,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
1b1e132cd1227aab717d787a,Neu anlegen,Skapa ny,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,5c09cca81ee4f7726ab01ffa,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
1b3c0450bb446257f3cc7ca9,Hauptfrucht,Huvudgröda,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,44185abda443d8e13e19578b,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
1b5a41a101785974c31f3477,Wachstumsregler,Tillväxtreglerare,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,614a5372c9fdddb130905945,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
1d66895e4c320282535b4855,Importiere Aktionen,Importerar åtgärder,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,c756b86188360cf030f608a6,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
1db2eec441f45931873492a6,Kö./m²,Kärnor/m²,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,0e9ccbb61435151223b3745f,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
206bbb51e9abbb5534462641,LASK Hilfe,LASK-hjälp,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,19deb0b94dec3e0b8a783637,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
20da135580d5f8ca57d05bc5,Hinweis,Meddelande,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,0764758fe03591992cdc23ed,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
213778005a7b2078e15295ba,Aktionen in aktionListe eingetragen,Åtgärder registrerade i åtgärdslistan,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,f808007bb76f047f5bb33a07,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
239d3099dcfa46bc03525b98,Ändern,Ändra,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,17ec94e25cf78bd74b92ae4c,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
23cbdd082fdaf38dacea0aa8, wurde gewählt, valdes,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,51268239ab5c777d13d28328,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
24f3e1a20fd782a569593c59,Sonstiges,Övrigt,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,e9203363c0f03cf8b9396667,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
25048d97355eaa71dcba3cc8,Maschinen,Maskiner,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,a6cbf91598d4764e7dec47d3,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
251ca56e5cdda6ed18e3ec92,Preis (€):,Pris (€):,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,c4ccde3de770e58eae6deb03,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
26eaf8f14576d17daa5603d4,Erlös (€/dt):,Intäkt (€/dt):,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,6ec1e505f9f37d0f4a8fe9cd,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
27244ff7cde52b0ff20e9d38,Ok,OK,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,04f2447f9cbd8abaaa4fa3f9,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
278518112d839d18a870b9d4, €/ha Saatgut, €/ha utsäde,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,05fd12f0c4d1e5c04449d934,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
28d110612d4e87c0b482397c, bei , vid ,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,143828256f5b328acd6831a3,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
298c049b6c80f41f28c8e324,Saatgut,Utsäde,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,6c5dc58e98793f34ba5c433c,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
2a7f6c74ae875dbd59645d87,Düngung,Gödsling,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,8d379702b8474af0b0442a1e,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
2b431db4cfb79f28c148aadf,Auswertung Nährstoffe,Näringsutvärdering,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,1b5cab54f6f6a826e4889e2b,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
2b9a641005633f1580c99bc7,_Mittel verwalten,_Hantera medel,Codeberg:lask,lask,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,09e79ab7aac36354ac804785,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/lask/lask/lask_sv.po,a3137fc7856c694f3e9ba522b2b88c5cd32e92592ae1e59b7155e14ffc0b9f71,{}
