id,source,canonical,project,component,context,note,scope,review_id,publication_status,reference,evidence_sha256,source_evidence
045813bc544f965712e255f4,Embed Infobar,Bädda in infofält,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,a4812392205e49775f8b3423,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
365ad66b646057d2a59a313e,Archive All Selected Links,Arkivera alla valda länkar,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,f638864afd4336ab1482c172,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
3de929e235c51ee872791e55,Cancel,Avbryt,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,a8bf121e6de463b45b0c7efd,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
3f7192bfdd1cb83d7a52b4d3,All Supported Files,Alla filer som stöds,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,130230a54852a354cc242bc6,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
406adb9258232d63d55efd81,Save Deferred Images,Spara uppskjutna bilder,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,67da663b06d6c34a4b2fe1f1,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
40f6f350a0a54adaacb13cfe,Show Preferences,Visa inställningar,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,6c49f0e4ac8919eb9bfd0960,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
4ae4fd79494abbb9a19480be,Back,Tillbaka,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,afefa747542b7613bd4c8d4b,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
529888a88c3152964f6d1fa7,Archive a Website,Arkivera en hemsida,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,d0cfd1008b2dc5f9049f63ea,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
560639088599ea0c825ee8c1,Website Archiver,Webbplatsarkivare,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,2709d25f93127720b63c6ee7,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
5e9ddb04d3371df86a8ed876,Menu,Meny,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,99f441fc85c0a822f15e4d00,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
662f783acc1e796cba147f3b,Create and view web archives,Skapa och visa webbarkiv,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,afadf10fdafda50282f3fe6c,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
669d29f3d3d15f2052c4bd32,Archive Link,Arkivera länk,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,6d5aee122c143d1161aede20,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
68e69ac71002f3f30996603a,No links found in selection.,Inga länkar hittades i markeringen.,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,68e68b736780921cc3d90f8c,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
6d6e225a34b6590f098d39e3,archive;singlefile;replayweb;flash;web;,arkiv;enstaka fil;uppspelningswebb;flash;webb;,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,e8f4b926b9b0bd5988b768f1,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
6f9050b8320696aad8cc90f7,Open Kiwix,Öppna Kiwix,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,d3f5f1fa3985326084c2decf,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
70b60b01387789601a08bd15,Non-visible elements won't be archived,Icke-synliga element arkiveras inte,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,01d0f2e1a558d13081875ed3,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
71aa89192ec9022d676c6c73,About Archives,Om Archives,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,e7e3a102d54ffebf6c024beb,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
77ffaf40702767d470ea25e3,Forward,Framåt,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,9b0a3f76ea0ebc32cedfd458,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
7a8acfd46d242ffaf0b0d376,General,Allmänt,Codeberg:archives,archives,shortcut window,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,ff9da3c0af24d8b317e6f0ab,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
8101a13607bb914a29e8d59e,Styles won't be archived,Stilar kommer inte att arkiveras,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,50afb419bd94f7d94d7d60a9,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
88ddd5ba420095978da9ac65,Set Content Security Policy,Ställ in säkerhetspolicy för innehåll,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,688467a7be63ad230e02ee7f,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
8b0f677720b28f7419724925,Scripts won't be archived,Skript kommer inte att arkiveras,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,fe0eb1357f3f3f46d09251c9,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
8eb9dbc8afdf6fa6d8061114,Remove Unused Styles,Ta bort oanvända stilar,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,ec73ccd5ee7d9d1a6f6a0545,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
916e3d1c1edde366d6bf58de,Audio files won't be archived,Ljudfiler arkiveras inte,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,40f1a4e46c70f865bd7ad2ed,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
91a1cffc83a7c08dce8ebaa4,Donate,Donera,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,1d5ac454ee82490a4ffb849a,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
9646b749634a989236e31d96,Go Home,Gå hem,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,34886ab8eb38747b5e4f7f91,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
976ff33c3f47f5fed21045da,Archive,Arkiv,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,c971f579c08cae41dec1a47d,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
a13250d554377e74e36fe7aa,Fonts won't be archived,Teckensnitt arkiveras inte,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,194d5215d691088205b48969,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
a1beaa76edef19e2785fa408,Archive All Links,Arkivera alla länkar,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,445458ef323d004a6f5d2ef5,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
a2f40cddef3aafeaa2b893e4,Libraries,Bibliotek,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,760882ce857e252cc7a51e6f,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
afb2f5f537838afc09aca567,Block Styles,Blockera stilar,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,dc6a20e7f3ccd3db6cbf8f2e,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
b2319a7b83a55511808508b5,Remove Unused Fonts,Ta bort oanvända teckensnitt,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,5b37a3c34058511a45f90f3f,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
bbebd79fe117a0b17f3e4fef,Save Archive,Spara arkiv,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,404ae4fd18101892e13ba637,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
bd6ba810b749a87d3d7ea49e,Remove Iframes,Ta bort Iframes,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,18b123fc94dfaef2e70c85bc,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
c1266d9ca8d3910970228d7e,Archive Selected Links,Arkivera valda länkar,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,ba71c129151b9a2b7addfb9e,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
c2feeb1e29d40f5ecd587e19,Open,Öppna,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,40539c4a30f2734bcaee1035,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
c6a8c920367f9e7af393fc9f,Block Ads,Blockera reklam,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,af165d4e5f062a0c415792ad,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
cb5717847ea7bc94f9f4e1b9,Quit,Avsluta,Codeberg:archives,archives,shortcut window,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,3d74bf0aa6fc50068d1552bd,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
cc0e0e2d1b11860d5babab1d,Show Shortcuts,Visa genvägar,Codeberg:archives,archives,shortcut window,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,34a8baf956a5758fff5d38a1,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
d366b1f72ff89a31fc450f0c,Block Videos,Blockera videor,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,22241cf551e93f14ea7b9451,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
d58b82ce2bd7d586169313a8,Block Audio Files,Blockera ljudfiler,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,53560d5a1a5e3ebd3b68f1cc,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
d79fc8aaf0828c1c80a9d3f9,Compress CSS,Komprimera CSS,Codeberg:archives,archives,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,15c0e5549b8def515748c187,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/archives/archives/sv.po,97f705993ba4e89b61a529d6fe069c06c51d225386244851f8fd934227ff22fe,{}
